date,PM2.5,PM10,NO2,SO2,CO,O3,AQI
2024-02-03,77.14,198.02,43.11,37.71,1.74,12.14,104.68
2024-02-04,110.95,123.72,41.04,10.96,1.67,56.23,84.59
2024-02-05,40.14,108.12,29.17,19.91,1.44,26.24,63.27
2024-02-06,65.02,171.47,42.65,20.7,1.74,42.05,81.13
2024-02-07,80.13,197.43,31.8,16.95,0.76,60.69,88.62
2024-02-08,81.17,178.76,35.93,14.01,1.37,51.82,99.07
2024-02-09,68.75,189.84,65.1,19.36,1.14,32.97,94.48
2024-02-10,95.57,119.73,60.11,2.0,1.62,50.13,105.41
2024-02-11,53.31,93.13,20.51,21.82,1.14,19.37,56.6
2024-02-12,76.44,210.05,52.45,16.26,1.01,73.01,102.74
2024-02-13,83.01,137.09,52.17,12.78,1.47,45.89,83.69
2024-02-14,92.86,139.97,22.78,35.47,1.64,72.37,98.25
2024-02-15,97.79,203.13,52.28,8.25,0.87,39.47,104.36
2024-02-16,51.88,172.25,63.07,10.97,1.17,39.53,78.7
2024-02-17,41.65,168.24,23.16,34.92,0.67,34.72,48.25
2024-02-18,111.94,236.6,26.24,6.68,0.2,67.52,110.5
2024-02-19,88.31,124.26,55.26,9.5,1.3,35.81,88.2
2024-02-20,61.29,187.11,44.07,13.53,1.5,62.89,84.7
2024-02-21,118.78,152.28,48.27,23.41,1.33,42.35,90.78
2024-02-22,82.89,160.74,45.11,17.08,0.23,10.48,89.25
2024-02-23,109.48,211.14,45.86,2.07,1.02,38.59,111.66
2024-02-24,81.69,170.31,20.1,9.68,0.2,26.42,72.9
2024-02-25,131.52,171.53,55.71,8.93,1.88,50.68,108.01
2024-02-26,123.88,192.9,57.54,14.23,0.66,26.19,96.88
2024-02-27,73.78,135.4,36.56,19.26,1.83,68.52,102.79
2024-02-28,104.29,116.43,39.35,19.18,1.67,48.18,95.23
2024-02-29,96.13,108.21,17.03,2.0,0.75,46.45,70.86
2024-03-01,114.22,71.35,47.71,25.64,0.63,63.12,86.91
2024-03-02,55.88,232.25,48.58,17.53,1.38,69.28,90.53
2024-03-03,97.15,105.87,39.07,28.85,0.78,49.6,95.61
2024-03-04,106.46,141.15,56.87,19.44,1.25,34.58,108.7
2024-03-05,36.03,138.93,34.99,26.01,0.96,14.52,54.1
2024-03-06,50.42,162.3,48.47,19.67,0.31,36.28,60.71
2024-03-07,29.02,182.63,24.71,28.46,0.2,37.66,33.49
2024-03-08,73.26,184.42,39.65,20.22,1.31,52.14,77.3
2024-03-09,97.94,126.68,37.38,14.02,0.92,43.1,71.21
2024-03-10,117.56,143.32,43.38,37.72,0.92,63.76,102.06
2024-03-11,81.85,161.3,34.46,23.89,1.55,37.74,87.52
2024-03-12,120.72,140.05,38.03,20.74,1.79,48.86,92.88
2024-03-13,45.5,214.29,52.39,2.24,1.06,73.68,85.29
2024-03-14,37.42,169.64,33.45,2.12,1.03,56.84,76.22
2024-03-15,78.61,179.4,15.9,17.93,1.45,48.8,96.91
2024-03-16,89.6,176.52,66.24,16.46,0.52,37.96,70.5
2024-03-17,79.18,196.94,60.72,8.86,1.31,37.34,95.01
2024-03-18,28.31,157.24,20.62,16.41,1.48,32.99,51.53
2024-03-19,77.77,98.13,50.35,30.89,1.54,39.18,87.61
2024-03-20,47.39,165.99,32.46,21.95,0.23,65.11,76.42
2024-03-21,96.74,123.95,43.95,3.59,0.82,45.56,74.11
2024-03-22,89.16,128.86,44.41,13.88,0.76,23.0,69.97
2024-03-23,56.5,173.45,36.48,6.95,1.25,85.36,81.98
2024-03-24,67.15,199.53,28.24,11.12,1.44,56.4,70.48
2024-03-25,53.52,150.85,29.64,10.86,1.95,21.86,81.21
2024-03-26,78.43,162.35,26.26,10.22,0.95,41.16,79.95
2024-03-27,103.88,218.09,27.52,2.45,0.95,52.22,115.09
2024-03-28,55.36,159.63,38.99,13.72,1.77,84.09,78.03
2024-03-29,92.6,254.07,29.26,9.39,1.35,27.84,102.72
2024-03-30,66.74,172.62,50.23,2.0,1.83,69.52,80.05
2024-03-31,60.18,79.57,62.31,35.53,1.34,77.99,63.09
2024-04-01,77.32,180.13,31.3,25.89,0.62,37.43,71.39
2024-04-02,54.12,165.25,43.59,11.24,0.53,44.45,81.58
2024-04-03,66.16,201.59,47.5,15.19,0.42,29.27,73.94
2024-04-04,50.05,176.93,47.08,3.28,1.53,45.93,83.72
2024-04-05,129.12,144.46,41.14,31.96,1.79,49.27,107.78
2024-04-06,80.88,101.03,51.14,33.97,2.12,63.19,77.4
2024-04-07,62.51,141.64,47.23,16.57,1.62,71.8,84.19
2024-04-08,85.35,115.98,21.44,25.24,1.78,35.04,89.8
2024-04-09,77.19,126.78,53.04,16.75,0.91,10.65,60.99
2024-04-10,74.48,173.54,53.31,2.0,0.62,49.58,91.68
2024-04-11,95.35,216.8,28.55,10.88,1.63,55.87,101.03
2024-04-12,98.94,165.79,40.57,16.32,1.41,54.99,95.11
2024-04-13,66.74,102.16,50.25,10.45,1.25,43.47,77.04
2024-04-14,65.6,167.78,36.86,12.81,1.39,52.5,79.3
2024-04-15,73.12,197.87,56.09,14.09,1.36,80.31,101.17
2024-04-16,22.45,125.61,75.46,14.19,1.84,57.63,66.28
2024-04-17,42.12,144.64,28.21,15.52,1.85,42.53,75.52
2024-04-18,114.17,150.59,19.28,4.39,1.47,40.0,74.85
2024-04-19,121.12,118.6,44.56,7.83,1.62,46.6,81.94
2024-04-20,73.77,175.93,50.82,2.15,1.46,82.73,103.03
2024-04-21,94.41,145.16,36.54,24.78,0.97,46.33,98.71
2024-04-22,87.78,166.78,61.8,2.0,1.58,49.6,88.87
2024-04-23,156.97,114.5,19.92,26.54,0.5,40.35,97.65
2024-04-24,107.99,132.5,50.39,28.86,1.73,71.98,107.19
2024-04-25,76.8,178.9,30.91,11.98,0.6,89.2,96.53
2024-04-26,56.11,135.09,65.79,2.0,1.34,59.01,58.15
2024-04-27,39.84,219.08,69.89,11.39,0.78,51.66,73.97
2024-04-28,85.09,134.01,28.5,14.36,1.48,50.74,83.46
2024-04-29,61.09,158.99,31.76,4.89,1.18,10.0,80.02
2024-04-30,44.44,187.3,52.89,9.85,0.4,64.9,99.77
2024-05-01,63.84,93.27,34.19,30.3,1.41,52.68,68.85
2024-05-02,52.96,79.57,39.32,21.65,0.91,58.57,45.94
2024-05-03,122.18,88.97,40.38,5.75,1.64,35.77,96.79
2024-05-04,102.04,200.5,11.2,2.0,1.2,42.31,113.7
2024-05-05,79.8,127.93,39.79,11.73,1.4,41.78,83.4
2024-05-06,117.0,252.33,29.65,12.87,0.72,70.43,109.58
2024-05-07,81.93,127.43,32.6,19.96,0.91,42.42,87.52
2024-05-08,58.47,157.38,61.65,9.65,0.97,91.65,91.6
2024-05-09,118.08,211.68,21.15,20.11,1.63,58.62,107.5
2024-05-10,93.47,230.24,52.2,34.35,2.04,24.49,118.25
2024-05-11,54.07,232.46,35.82,23.16,0.8,47.43,97.92
2024-05-12,75.24,198.33,35.8,14.52,1.74,36.97,108.82
2024-05-13,58.11,190.96,51.86,13.17,0.2,10.0,70.12
2024-05-14,45.43,173.7,45.1,11.43,0.6,81.99,72.74
2024-05-15,103.15,181.13,48.56,26.81,0.72,64.06,112.77
2024-05-16,127.74,127.95,54.52,8.73,0.52,60.66,84.81
2024-05-17,45.04,117.27,35.03,15.45,0.41,53.31,62.21
2024-05-18,94.07,149.87,30.82,15.51,1.41,22.36,75.18
2024-05-19,63.73,143.19,23.72,9.98,1.09,40.33,84.64
2024-05-20,67.82,131.87,27.62,2.0,1.39,66.84,77.71
2024-05-21,65.19,177.86,84.24,18.23,1.55,28.98,103.47
2024-05-22,58.4,188.21,58.67,14.39,1.33,10.0,87.33
2024-05-23,81.21,153.54,19.73,20.0,1.53,45.46,76.04
2024-05-24,59.23,209.1,20.16,9.66,1.17,47.16,100.98
2024-05-25,86.76,104.33,47.23,27.21,0.61,52.71,91.14
2024-05-26,78.74,142.25,48.21,6.23,1.73,64.57,100.88
2024-05-27,74.03,121.33,48.23,32.12,0.91,62.75,71.16
2024-05-28,57.31,75.34,36.18,2.0,0.73,55.18,54.25
2024-05-29,65.58,146.69,38.12,19.35,1.11,73.91,84.0
2024-05-30,98.88,145.13,44.92,19.75,0.74,19.62,77.4
2024-05-31,92.52,210.54,41.29,7.04,0.99,60.09,119.45
2024-06-01,55.56,175.23,6.71,19.24,1.37,62.53,83.45
2024-06-02,82.48,109.03,36.55,27.8,1.37,25.21,50.33
2024-06-03,98.78,224.16,27.23,2.0,0.75,19.94,101.07
2024-06-04,38.26,198.84,42.63,20.03,0.96,35.08,71.68
2024-06-05,93.58,173.28,84.78,2.0,1.74,36.77,102.81
2024-06-06,63.43,140.94,45.51,5.34,1.45,65.07,78.94
2024-06-07,94.26,111.62,35.3,31.29,2.24,37.71,101.23
2024-06-08,60.92,135.11,53.83,9.18,1.79,32.87,91.26
2024-06-09,34.88,193.55,47.24,3.26,1.77,37.77,83.77
2024-06-10,39.31,225.38,46.3,13.02,0.51,72.37,78.61
2024-06-11,81.2,211.73,49.1,35.68,1.58,50.26,104.47
2024-06-12,86.49,130.45,70.85,2.0,1.17,46.41,86.76
2024-06-13,57.39,105.22,23.04,4.49,0.92,47.8,54.92
2024-06-14,95.96,155.64,47.1,29.97,1.28,75.84,105.73
2024-06-15,38.46,79.26,26.1,33.58,1.67,35.02,62.11
2024-06-16,78.35,162.93,48.33,13.97,1.45,76.31,110.81
2024-06-17,49.72,144.1,26.22,2.61,0.76,54.21,79.75
2024-06-18,63.7,131.36,33.74,35.96,1.57,46.79,72.8
2024-06-19,81.18,86.21,35.57,30.94,0.88,100.02,86.84
2024-06-20,58.49,170.54,54.64,21.79,1.31,28.89,71.96
2024-06-21,70.39,128.69,53.78,6.88,1.05,42.93,83.5
2024-06-22,105.16,103.2,21.31,14.51,1.09,25.35,75.1
2024-06-23,65.58,35.11,40.82,13.4,1.58,69.05,53.96
2024-06-24,100.89,148.9,29.36,18.31,0.68,83.78,96.15
2024-06-25,51.76,220.89,21.12,29.51,2.17,83.4,75.96
2024-06-26,93.25,216.45,36.74,23.79,0.29,74.48,82.01
2024-06-27,116.04,131.72,35.37,4.23,0.9,46.05,90.65
2024-06-28,18.21,125.91,76.4,28.76,1.39,42.7,62.62
2024-06-29,60.08,168.75,46.49,18.13,1.49,16.58,77.05
2024-06-30,94.43,110.06,19.34,21.87,1.15,90.72,72.12
2024-07-01,74.92,162.07,31.53,29.67,1.17,59.38,79.46
2024-07-02,89.28,180.64,55.32,3.88,1.41,40.16,101.56
2024-07-03,64.9,199.08,71.33,14.64,1.08,76.56,101.79
2024-07-04,82.16,145.99,16.21,9.69,1.9,30.54,87.56
2024-07-05,76.11,141.85,11.8,2.0,1.62,58.13,96.58
2024-07-06,109.19,114.88,68.06,18.47,1.64,46.55,101.7
2024-07-07,86.36,116.92,45.84,40.12,0.72,62.77,73.63
2024-07-08,88.44,140.94,26.98,2.0,1.16,48.73,82.47
2024-07-09,69.7,164.69,48.02,14.68,1.05,20.98,65.97
2024-07-10,67.81,186.54,5.0,21.41,0.7,51.51,79.62
2024-07-11,69.19,117.87,40.05,16.23,1.38,70.98,91.63
2024-07-12,89.86,209.71,44.92,13.87,0.93,49.42,106.65
2024-07-13,69.48,139.16,53.86,2.01,1.53,65.5,100.23
2024-07-14,87.24,149.15,24.79,17.33,0.66,29.09,76.06
2024-07-15,131.89,120.11,41.29,7.43,2.06,49.47,122.75
2024-07-16,101.78,53.03,26.12,2.0,0.75,37.51,65.24
2024-07-17,71.85,185.36,43.83,26.95,1.31,64.94,109.1
2024-07-18,110.03,179.47,26.57,24.58,1.6,50.63,107.13
2024-07-19,69.8,138.75,33.88,15.52,0.91,63.8,85.62
2024-07-20,29.05,152.68,25.06,17.29,1.63,71.75,87.3
2024-07-21,54.8,170.64,49.77,25.74,0.59,63.83,75.81
2024-07-22,33.23,87.5,52.88,17.24,1.93,55.46,66.71
2024-07-23,71.21,128.84,36.48,24.04,1.21,30.04,88.57
2024-07-24,80.46,181.77,40.57,12.03,0.9,49.94,88.38
2024-07-25,121.91,99.83,18.27,28.12,1.05,39.34,75.16
2024-07-26,88.17,161.74,35.5,18.21,1.6,43.12,116.02
2024-07-27,74.52,95.74,39.25,16.94,0.91,42.51,64.48
2024-07-28,100.74,168.66,79.31,2.3,0.83,30.4,96.47
2024-07-29,24.72,148.57,23.32,17.87,1.09,10.85,66.91
2024-07-30,85.89,85.39,61.96,6.68,0.61,36.64,63.49
2024-07-31,99.27,196.59,54.95,8.62,2.11,53.87,104.06
2024-08-01,43.04,120.62,44.21,6.85,0.92,23.04,61.26
2024-08-02,108.59,117.59,66.38,4.34,1.62,50.31,79.58
2024-08-03,88.46,158.02,45.58,36.25,1.3,88.01,96.73
2024-08-04,69.62,195.95,45.84,28.31,0.71,70.46,93.13
2024-08-05,95.82,109.37,39.2,34.2,1.2,82.87,87.53
2024-08-06,136.77,152.47,58.35,2.77,1.59,57.82,100.33
2024-08-07,84.55,167.15,56.45,15.71,1.11,73.35,111.68
2024-08-08,86.21,177.72,30.61,2.06,1.8,35.52,97.52
2024-08-09,68.52,157.06,20.21,8.04,1.71,37.11,98.23
2024-08-10,58.75,135.32,36.96,5.82,1.66,10.0,70.05
2024-08-11,100.76,116.9,28.0,27.4,0.97,73.72,79.81
2024-08-12,58.6,153.45,39.05,11.04,0.66,80.81,80.0
2024-08-13,81.79,107.11,58.56,25.68,0.89,38.94,73.89
2024-08-14,68.06,33.15,33.14,21.04,1.3,44.92,46.16
2024-08-15,91.97,167.46,39.36,38.04,1.47,34.92,110.79
2024-08-16,88.34,186.16,40.87,2.0,0.2,57.65,81.18
2024-08-17,105.94,55.48,52.73,27.59,1.2,72.5,64.56
2024-08-18,67.25,109.61,6.3,26.46,1.28,15.14,79.12
2024-08-19,73.25,174.77,30.9,5.27,1.06,58.19,81.91
2024-08-20,55.53,232.3,43.17,25.07,1.85,44.47,93.29
2024-08-21,68.89,150.83,58.0,18.36,1.41,52.27,68.74
2024-08-22,89.43,120.88,32.62,12.73,1.86,59.18,108.68
2024-08-23,98.92,142.68,11.85,6.76,1.09,46.24,74.59
2024-08-24,56.95,205.0,49.3,7.81,1.67,47.93,93.56
2024-08-25,101.74,124.16,30.47,35.5,2.02,45.72,106.51
2024-08-26,113.89,118.03,22.16,15.01,1.86,69.41,105.32
2024-08-27,90.34,130.69,30.63,22.82,0.65,58.38,81.18
2024-08-28,126.92,111.87,37.23,7.09,1.07,54.41,79.1
2024-08-29,60.66,154.91,30.93,7.2,1.03,24.58,64.56
2024-08-30,48.88,214.99,6.92,25.82,1.44,42.43,87.22
2024-08-31,35.53,162.92,53.46,2.0,1.54,67.97,70.0
2024-09-01,117.4,139.91,59.12,10.85,0.78,50.75,98.85
2024-09-02,96.36,138.33,49.77,15.34,1.23,63.19,100.59
2024-09-03,78.61,87.47,22.93,16.11,0.2,85.33,76.46
2024-09-04,87.0,185.32,36.98,13.21,1.92,70.77,93.79
2024-09-05,51.86,146.89,39.9,18.96,0.94,51.86,94.24
2024-09-06,141.14,142.78,48.98,21.93,1.23,39.78,116.93
2024-09-07,83.23,277.72,50.03,22.35,1.05,10.0,106.89
2024-09-08,82.73,161.95,28.99,5.14,1.77,46.63,104.26
2024-09-09,98.14,119.93,41.23,12.16,0.2,43.48,100.15
2024-09-10,92.03,132.95,46.86,26.95,1.19,57.81,75.63
2024-09-11,85.6,195.94,61.84,23.95,1.15,46.92,97.06
2024-09-12,60.24,154.53,50.57,2.0,0.97,43.59,52.64
2024-09-13,91.79,92.47,51.84,18.51,2.06,14.41,86.04
2024-09-14,127.05,186.77,41.26,2.0,0.76,31.2,108.3
2024-09-15,113.64,123.27,61.16,15.47,1.59,59.53,101.4
2024-09-16,119.83,224.93,46.15,33.98,1.38,84.32,119.12
2024-09-17,67.22,193.2,27.08,5.52,1.83,48.05,73.53
2024-09-18,55.26,132.11,61.05,6.66,0.87,56.56,75.85
2024-09-19,76.86,201.24,50.47,22.64,0.83,69.05,110.42
2024-09-20,81.39,152.71,33.35,2.0,1.75,33.78,83.17
2024-09-21,107.35,184.11,32.81,8.67,1.41,57.34,110.61
2024-09-22,37.69,169.39,44.45,20.96,0.43,35.19,48.32
2024-09-23,118.24,116.15,46.95,8.66,0.93,67.3,99.62
2024-09-24,76.05,124.26,42.96,12.64,1.39,53.03,78.15
2024-09-25,69.33,191.2,44.67,22.44,1.62,55.97,88.52
2024-09-26,54.7,136.61,65.5,19.22,0.86,34.35,62.86
2024-09-27,38.63,133.85,56.07,17.67,0.2,64.14,56.4
2024-09-28,100.58,111.8,42.86,11.61,1.46,91.69,99.65
2024-09-29,81.83,166.94,54.12,18.7,0.59,29.84,69.72
2024-09-30,47.75,232.5,24.51,13.76,0.2,43.2,73.25
2024-10-01,47.62,107.3,45.97,19.58,0.2,54.63,55.86
2024-10-02,71.61,150.97,67.14,10.03,1.61,65.73,80.99
2024-10-03,121.73,206.49,36.73,13.17,1.26,38.81,130.75
2024-10-04,73.51,146.81,27.29,5.1,1.09,10.0,65.59
2024-10-05,42.42,168.09,30.22,14.65,1.89,77.18,78.17
2024-10-06,73.86,107.5,23.66,6.89,1.52,65.21,68.94
2024-10-07,73.18,167.13,28.23,3.86,2.01,15.14,106.05
2024-10-08,12.58,142.51,34.44,17.59,0.5,37.85,54.1
2024-10-09,78.64,189.43,18.92,17.13,1.18,81.36,86.76
2024-10-10,74.23,197.5,40.23,22.83,0.39,78.96,101.18
2024-10-11,97.41,253.58,53.53,10.69,1.09,68.77,118.74
2024-10-12,126.22,173.19,26.38,19.08,1.08,46.48,109.02
2024-10-13,108.16,163.03,62.79,20.51,1.51,51.66,102.61
2024-10-14,73.28,157.78,47.66,19.45,1.22,47.38,78.45
2024-10-15,52.34,135.87,55.46,6.74,1.51,72.56,83.37
2024-10-16,144.33,163.54,30.13,16.49,1.55,32.48,109.22
2024-10-17,81.48,138.18,52.82,18.64,2.28,33.88,112.47
2024-10-18,80.35,156.74,23.62,15.07,1.04,70.21,74.86
2024-10-19,79.4,202.7,53.35,2.0,0.73,49.11,107.76
2024-10-20,84.95,109.74,42.58,16.6,1.32,77.57,84.77
2024-10-21,76.39,195.6,48.3,37.13,0.8,36.57,92.83
2024-10-22,65.66,202.68,22.37,11.4,1.94,48.9,104.68
2024-10-23,66.33,145.28,26.57,7.72,1.06,31.55,67.64
2024-10-24,79.18,65.13,48.96,18.73,0.92,50.15,75.87
2024-10-25,66.41,125.69,25.77,18.12,0.96,20.43,40.82
2024-10-26,62.18,201.88,46.95,26.93,1.56,40.25,85.72
2024-10-27,82.66,149.09,19.49,2.42,1.12,21.27,70.11
2024-10-28,73.63,110.03,52.72,22.31,0.88,63.88,63.68
2024-10-29,117.6,129.81,21.51,20.9,2.03,64.33,104.03
2024-10-30,13.73,183.62,48.28,13.58,0.77,15.39,61.61
2024-10-31,107.29,171.87,49.38,18.39,1.22,76.68,113.85
2024-11-01,111.15,140.44,29.55,25.29,1.53,99.95,109.43
2024-11-02,28.17,135.33,48.73,23.72,0.38,50.92,49.22
2024-11-03,71.43,134.33,43.91,3.57,1.44,37.18,83.68
2024-11-04,70.71,113.1,31.92,23.2,0.67,106.49,79.2
2024-11-05,44.81,214.62,24.87,14.35,1.61,23.62,93.07
2024-11-06,60.55,137.11,10.56,15.73,0.72,50.4,76.0
2024-11-07,52.24,198.69,45.24,15.73,1.55,53.59,89.75
2024-11-08,123.81,210.85,16.53,13.5,1.75,76.9,114.11
2024-11-09,103.39,189.93,41.43,26.92,1.63,57.19,103.19
2024-11-10,111.79,132.74,36.05,14.16,1.33,40.03,89.34
2024-11-11,98.04,166.15,50.19,3.8,1.08,30.98,89.99
2024-11-12,51.77,149.03,35.47,11.06,0.91,43.16,72.89
2024-11-13,66.89,113.85,35.06,16.79,1.94,29.86,84.86
2024-11-14,92.23,162.97,50.98,27.29,0.85,50.96,91.59
2024-11-15,49.45,102.84,45.03,21.03,0.68,38.72,58.68
2024-11-16,97.82,197.51,44.74,6.49,1.53,20.12,103.21
2024-11-17,73.99,131.42,47.04,39.85,0.8,75.1,76.7
2024-11-18,70.63,158.05,16.97,17.65,0.72,40.05,66.44
2024-11-19,97.77,161.33,51.35,27.75,0.48,24.64,68.82
2024-11-20,91.11,139.64,49.19,13.48,0.96,46.63,79.59
2024-11-21,70.98,173.47,24.75,20.33,1.16,51.37,90.6
2024-11-22,108.98,131.0,36.34,23.39,1.32,15.07,83.04
2024-11-23,52.97,184.85,39.41,27.18,1.68,56.63,86.33
2024-11-24,95.4,96.16,37.98,25.57,1.46,29.06,86.13
2024-11-25,94.83,155.06,45.01,23.72,1.1,84.22,103.51
2024-11-26,72.26,227.56,61.47,11.85,1.1,60.48,90.44
2024-11-27,88.15,109.99,56.23,9.28,1.46,42.0,94.17
2024-11-28,48.72,122.89,20.32,18.33,1.84,35.1,81.92
2024-11-29,103.1,170.56,49.33,24.33,1.26,47.9,90.02
2024-11-30,75.38,157.18,59.93,12.77,0.97,62.26,78.97
2024-12-01,66.93,164.03,45.8,25.65,0.7,49.49,91.81
2024-12-02,106.23,169.57,56.36,29.53,0.48,45.66,93.67
2024-12-03,62.39,175.39,70.18,5.84,1.53,51.17,68.15
2024-12-04,44.79,194.39,55.36,6.63,1.49,37.92,69.24
2024-12-05,41.08,166.39,43.74,13.6,1.49,43.14,73.63
2024-12-06,95.15,140.35,55.68,18.08,1.14,10.0,73.83
2024-12-07,47.99,176.9,42.17,9.75,1.9,69.47,84.6
2024-12-08,123.87,226.0,40.36,28.52,0.96,55.98,118.51
2024-12-09,27.95,144.69,34.73,19.24,1.68,34.53,81.13
2024-12-10,122.41,111.02,63.45,15.39,1.18,87.97,100.38
2024-12-11,85.28,194.28,27.72,2.0,0.9,51.74,103.28
2024-12-12,77.58,145.18,62.99,2.0,1.5,29.28,100.11
2024-12-13,66.38,63.09,47.5,17.81,1.4,67.13,83.27
2024-12-14,89.98,183.9,19.01,2.0,1.38,57.96,100.1
2024-12-15,79.06,128.59,45.51,25.13,1.24,57.89,64.61
2024-12-16,107.58,146.38,8.5,13.42,1.18,41.48,96.47
2024-12-17,82.86,163.28,49.38,47.43,2.39,59.01,116.39
2024-12-18,83.76,157.62,53.28,38.08,1.79,44.76,96.08
2024-12-19,70.91,178.38,31.11,13.19,1.56,61.12,110.04
2024-12-20,78.58,132.58,41.85,13.94,1.26,11.9,85.77
2024-12-21,87.7,170.52,69.31,24.96,1.7,41.32,106.28
2024-12-22,37.25,139.62,32.41,32.03,1.46,84.44,85.79
2024-12-23,46.3,179.55,24.12,2.0,1.21,34.66,77.6
2024-12-24,98.58,174.61,62.22,2.0,1.05,37.92,71.92
2024-12-25,84.27,112.58,69.44,8.78,1.16,41.04,76.37
2024-12-26,75.4,193.44,40.06,20.83,0.2,25.7,91.72
2024-12-27,80.46,128.56,55.17,19.97,1.31,10.0,70.89
2024-12-28,88.69,182.32,60.12,25.7,0.96,45.39,93.37
2024-12-29,66.51,164.69,28.86,3.0,2.0,52.72,80.0
2024-12-30,60.54,223.53,32.72,2.0,1.21,48.95,109.57
2024-12-31,84.9,141.06,58.46,23.58,0.61,47.1,99.13
2025-01-01,55.54,136.03,65.28,6.72,1.18,50.86,66.83
2025-01-02,90.21,149.22,48.44,2.0,0.68,70.46,89.68
2025-01-03,37.44,137.87,26.8,16.45,1.44,46.19,60.54
2025-01-04,105.73,182.0,69.81,22.93,1.35,38.52,112.2
2025-01-05,91.81,85.35,32.04,13.78,1.68,44.38,86.23
2025-01-06,86.4,107.85,34.97,10.42,0.8,61.59,85.55
2025-01-07,104.57,107.29,45.14,13.41,1.22,78.24,95.69
2025-01-08,121.64,188.01,63.31,11.29,0.52,37.44,133.3
2025-01-09,105.36,218.42,52.81,2.0,1.55,51.98,104.23
2025-01-10,33.98,145.82,46.22,7.85,1.46,56.77,53.77
2025-01-11,48.01,143.25,46.95,20.21,1.45,30.15,68.63
2025-01-12,64.38,152.8,40.65,18.22,1.2,50.41,65.18
2025-01-13,80.65,196.48,48.37,16.68,1.41,20.69,79.48
2025-01-14,92.94,112.91,5.0,5.05,2.0,14.62,72.71
2025-01-15,61.86,159.53,35.55,13.18,1.06,57.33,70.82
2025-01-16,84.67,189.01,43.62,2.0,1.27,42.32,85.63
2025-01-17,61.12,170.04,22.73,16.78,0.66,54.05,81.43
2025-01-18,64.71,157.58,45.79,29.29,0.77,49.64,73.49
2025-01-19,44.83,190.04,36.93,2.0,1.25,30.47,75.0
2025-01-20,56.92,41.87,66.33,9.14,1.75,49.09,72.06
2025-01-21,46.21,177.12,63.6,18.29,1.07,25.34,68.04
2025-01-22,55.6,123.84,33.01,27.53,1.08,77.82,71.53
2025-01-23,106.34,76.77,37.74,10.52,1.0,22.88,79.25
2025-01-24,56.27,170.45,38.89,8.08,0.93,46.08,57.71
2025-01-25,145.81,204.95,33.23,2.0,1.35,29.15,96.73
2025-01-26,92.33,144.5,42.93,16.03,0.45,61.41,88.11
2025-01-27,84.62,188.11,28.63,35.42,1.84,43.37,105.94
2025-01-28,58.54,214.49,23.04,17.77,0.87,39.63,104.77
2025-01-29,97.51,202.6,49.34,14.78,1.56,67.06,112.45
2025-01-30,65.61,215.6,49.44,18.22,0.57,50.59,96.65
2025-01-31,83.05,179.69,27.94,14.89,1.53,60.33,95.13
2025-02-01,144.0,153.02,53.43,6.87,1.54,30.37,116.78
2025-02-02,77.6,85.92,30.53,23.23,1.39,21.9,86.32
2025-02-03,108.73,140.16,43.8,17.26,0.7,52.14,70.38
2025-02-04,62.42,116.27,52.31,15.18,1.32,43.62,78.14
2025-02-05,79.13,236.84,39.5,5.25,0.61,62.53,120.05
2025-02-06,124.27,142.96,46.82,28.04,1.07,48.4,105.2
2025-02-07,64.33,154.93,32.25,21.65,1.71,54.1,102.79
2025-02-08,125.31,172.06,37.05,9.47,1.6,17.53,101.04
2025-02-09,97.69,151.74,36.91,25.02,1.21,87.77,99.29
2025-02-10,65.94,217.8,28.8,10.02,0.71,46.72,87.79
2025-02-11,95.81,125.09,37.35,7.18,1.52,63.95,70.08
2025-02-12,104.31,157.78,16.77,7.4,1.21,33.28,80.74
2025-02-13,95.55,120.3,32.63,2.0,0.2,56.16,65.1
2025-02-14,40.74,97.2,35.73,19.72,1.59,23.94,68.02
2025-02-15,61.82,125.53,36.16,2.0,1.19,59.04,83.01
2025-02-16,73.81,148.52,36.38,2.72,1.8,42.88,90.69
2025-02-17,78.14,132.83,39.07,2.0,0.65,50.58,84.18
2025-02-18,95.52,122.3,47.19,14.14,0.2,63.96,78.05
2025-02-19,84.44,93.75,53.12,13.5,1.34,25.35,87.73
2025-02-20,46.62,146.68,30.25,11.73,1.35,36.31,70.59
2025-02-21,89.5,89.81,21.95,4.57,0.35,59.15,69.19
2025-02-22,95.26,180.4,24.37,3.28,0.71,91.96,95.03
2025-02-23,93.99,153.3,32.69,19.64,2.58,47.24,112.22
2025-02-24,107.02,91.7,34.72,9.49,1.05,61.82,80.63
2025-02-25,100.85,137.63,28.45,18.16,1.57,47.86,104.22
2025-02-26,91.48,119.91,20.56,6.15,0.87,88.84,73.69
2025-02-27,78.25,162.77,33.16,16.81,0.2,15.06,61.28
2025-02-28,38.48,203.62,42.72,28.03,1.11,51.89,87.59
2025-03-01,90.74,74.99,48.93,20.86,1.07,17.49,69.64
2025-03-02,85.19,154.6,31.64,10.88,1.0,10.0,75.67
2025-03-03,86.79,143.59,33.81,17.57,1.14,55.95,96.41
2025-03-04,48.08,176.85,26.1,12.59,1.33,52.79,73.01
2025-03-05,52.97,158.53,39.53,15.08,1.12,44.3,73.49
2025-03-06,106.33,119.92,27.27,11.74,0.57,47.88,96.68
2025-03-07,79.01,137.24,48.6,13.36,1.44,111.97,111.2
